entityid
104785
100171
110590
103215
113643
93014
111953
111441
183476
110188
105937
104684
111622
104825
99979
99847
102778
93841
98796
183542
96793
112488
111558
110223
99146
114551
229200
94225
101543
231754
103707
95126
353882
105649
95791
91875
103592
100056
95562
91668
96851
91771
230533
354413
98597
103629
104794
103914
95769
96023
90764
350853
353140
353871
91628
97772
100060
95549
113475
96986
183765
97569
229759
183655
95043
96604
114982
113134
354937
93346
101531
95063
97459
100195
105979
99903
110531
104381
88410
106623
106047
183031
100362
90891
101712
183141
229456
101863
104793
93209
99827
100170
98594
96987
103892
105004
104689
113476
100337
101428
98927
95256
184002
110168
115295
113968
97540
99377
354707
93261
93708
110925
99283
229266
93291
95078
102312
111483
95359
99463
110659
105663
96355
95048
343072
106215
92439
353766
99758
94966
95275
100099
100788
355318
92182
228754
93013
97898
100612
93507
114344
91763
229513
95984
230141
229142
101661
111477
97451
100588
229840
92418
182515
99438
91943
112889
344779
97805
182366
344747
114326
231842
96284
92593
97448
101322
104881
183165
105751
183685
105683
110528
97580
91396
101141
94519
104284
94271
112737
94743
93326
105250
96619
111008
106348
104068
103608
93928
99573
103562
114107
228420
343560
91526
93122
229913
229398
91216
101831
113208
97434
115824
97803
103422
95231
115284
96031
355144
103499
104625
106267
97543
97402
92365
343042
96992
343563
354162
115036
182554
91844
114098
183899
105447
232046
111945
105902
105945
105426
96413
101698
102913
112012
343318
355694
112285
103067
92328
91829
99997
112589
229480
95991
102973
228468
101142
104948
183967
99890
99332
106433
94493
92537
96877
91115
95747
115222
228897
103602
353959
95140
355215
94673
95092
103896
94392
96256
114493
112985
182362
96152
105893
229050
94794
93211
93024
98587
94063
105485
112517
113838
100404
111795
105454
228485
355658
95941
111658
98004
105142
105898
115368
90605
102152
111707
94461
103364
355081
105669
102963
182187
184043
112452
95217
113681
91508
114595
102809
229265
114500
91370
102487
104672
106099
351096
96380
90984
229032
98498
96408
184088
100652
89232
92820
110323
113912
105009
228470
182369
90888
101503
114880
112162
103180
100485
101139
91539
96165
114163
106545
354795
106351
93503
96267
110880
101520
111701
353863
99880
96999
106249
111632
101336
105763
229238
95997
353743
102955
229981
102990
92306
100827
103754
97271
98129
95427
91344
342995
97943
91032
102627
112851
229359
111072
111345
112542
102073
101762
97165
99870
103262
100329
115656
112947
95268
115352
91493
342838
229801
91443
96269
93153
89582
91405
102636
104137
105261
232098
92274
96854
93105
94308
112575
96546
99400
101159
90994
93478
93283
96112
115362
101416
93896
344340
112950
99353
183167
114246
183172
96113
94981
228318
96865
92600
98531
103182
93431
94168
91952
95985
100035
115133
115350
109772
112739
101902
101925
98919
113959
101189
93919
92977
112847
95365
183751
93998
109809
106567
95269
100129
115165
101751
90411
97420
96396
104831
94089
89149
183834
96322
104410
105714
106199
98621
96064
95305
104676
97611
355417
228469
229276
112374
106161
103819
112801
98282
112202
93126
98575
95141
100560
115759
353339
95281
114404
105959
106195
100036
110586
100436
115348
101027
228125
110891
99071
355797
111631
91316
98652
92813
100153
90740
355576
353904
94120
93514
99271
230290
343358
343578
182536
111455
100634
114325
94787
104500
96210
99975
114214
96362
93150
105685
91686
355684
230475
354789
112378
92192
105433
102629
95940
91089
354363
103191
353159
231367
111950
114689
115184
112887
355531
100370
355620
111576
111451
92591
101010
97439
105571
94220
99128
104329
229024
343596
106655
103747
101652
97795
114307
230279
96075
98415
92285
229799
229053
104687
183193
113284
183326
105748
100176
96261
182746
92053
110954
228471
228768
105245
91544
112879
95151
105799
96314
93180
90342
100105
101710
105588
228711
103261
343239
99490
96065
101810
92406
110498
91238
90737
105623
342833
95177
92975
114904
101803
344617
94993
102315
344199
97155
101490
91696
101445
183184
115551
94751
93052
95117
182328
104413
106387
102931
100981
99250
100657
97094
109914
230101
102401
96022
114790
355745
91097
229387
182427
113444
91447
96236
232264
94977
111742
91410
92631
96996
94825
101878
105876
95890
112426
100933
100234
229979
91291
230181
103452
355660
112890
232112
95793
112257
96445
91939
97327
112315
183761
104361
104438
101592
103811
100335
91737
101557
183462
230614
92697
96956
106186
228914
92252
112955
96017
89828
183518
102005
612980
103945
92606
182768
93229
115827
98861
99199
97855
90748
91929
91151
355698
182666
106129
354459
93836
95827
355223
92672
229395
344510
93241
98002
103361
104710
353826
93168
228755
106169
91474
96206
94013
99013
98299
100557
101558
95225
101060
115400
95022
115027
105852
94311
91473
101701
95102
97797
94237
105475
90943
98019
228797
111224
95320
98508
104763
98287
355742
182163
102305
100394
230384
106048
93273
93430
112456
96107
113764
115302
232129
94373
110553
112419
102926
112275
102654
182752
92963
95370
229361
113649
115028
91777
97473
113857
100760
111790
105694
103288
93627
97802
105983
353953
90815
106211
104327
96685
90833
104788
112058
99223
115496
106121
102616
105930
100677
98054
230268
96905
92580
100919
114290
228848
232219
115388
97501
99374
355595
353714
229133
228985
229586
105826
103788
102521
96046
105911
183180
97293
96004
88416
101199
229637
116116
103791
102322
183848
103045
99739
104340
96828
229594
105652
99987
182452
105052
182555
93509
91435
182639
112105
229619
96486
98244
90733
344586
96265
97692
101045
95289
102934
182285
101560
96691
99617
105369
106304
101907
103293
103656
94902
354955
91003
99897
115176
97400
104288
93097
114434
228402
182872
355792
354170
355682
97933
230337
94964
91232
110449
92033
103692
105513
228984
355522
104896
182638
104695
96260
96215
116023
112241
182316
102793
98871
100333
90782
98365
95751
94936
113988
105356
184067
104019
94903
100184
114845
91985
101288
99023
98325
99892
100024
99796
104932
344407
110582
104168
353494
103977
103672
100870
102986
102442
101908
355760
99123
101087
182460
101517
106096
94983
115944
100135
112376
114457
98907
102212
103709
100287
104291
354543
91977
104163
106313
183417
96539
98591
101267
90751
355209
110593
355428
103183
106768
96519
92938
115404
228474
102774
103691
355626
105721
110578
106176
183963
105926
103438
105017
96352
92538
183857
112903
94900
100526
112121
114765
182507
101040
345225
105998
91037
98326
113892
102780
92105
91555
103174
115614
229479
113378
96214
102972
95193
230183
105667
112526
103443
104929
93292
114376
183457
101600
96018
228807
115428
